"BehaviorSpace results (NetLogo 6.1.0)"
"QVoting with Polling.nlogo"
"does-polling-converge"
"08/06/2019 10:32:16:004 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-32","32","-32","32"
"[run number]","number-of-voters","proportion-of-strategic-voters","vote-portion-strategic","number-of-issues","poll-response-rate","utility-distribution","[step]","poll","total-utility-gain","maximal-utility?"
"4097","1500","0.5","1","10","1","Normal mean = 0","50","[13.003911501496933 -16.414273940849814 -5.745419939471029 -5.999408511475317 13.311448599913296 14.048198703165772 -7.948211036653696 -8.601389125975452 8.73797042015582 -8.829818142355792]","[-7.075907505122515 11.296753722387116 9.314533298544953 -5.034122383769365 6.00307805067796 -3.799860473981529 1.744930460080098 5.916736262356141 8.404298187378014 2.580384378898963]","false"
"4098","1500","0.5","1","10","1","Normal mean = 0","50","[2.403721084404144 8.120991912260695 -7.187620964212066 -4.5630636914615685 -1.0612785095291182 0.3325444750892943 21.629346191283954 -20.25923309942203 7.258560748666058 17.30157701827487]","[10.953353521668562 3.5721193590867717 1.58235597345749 2.4286382242020674 1.9307384027751797 1.6504706825849662 14.475660575601534 -0.5366604456696564 -4.919262382673126 6.3146177247258075]","false"
"4099","1500","0.5","1","10","1","Normal mean = 0","50","[0.4572296191603765 1.4458108028265553 1.8665218952114064 -1.0448725069487952 1.474882324363584 5.321355204150591 5.703318635909082 19.894310796949952 -11.057732925442936 15.504888355699448]","[3.9101848136047965 4.280106789716664 -11.53935951772575 2.739491261158549 -3.4276473318660265 4.900564656851947 11.014092956711425 4.1011475372635 1.1919395256412388 1.705236796960015]","false"
"4100","1500","0.5","1","10","1","Normal mean = 0","50","[-2.528451780960374 -37.399585232003574 1.7675994103963866 -10.732142248135116 9.986964214710763 -0.8292296119744172 -9.31551840408803 -14.85476037851815 -18.18214450029035 14.973888292190344]","[9.257612425628723 2.1768204698986575 -7.968644292967801 8.909227689532353 3.51284276957528 -15.429600644287063 -0.9126585262434759 16.892489653481253 15.110781441203029 2.593419735962351]","false"
"4102","1500","0.5","1","10","1","Normal mean = 0","50","[16.69667527564665 -15.531882416159206 2.0259029094494423 -20.37066437641843 3.247723449229533 21.170677000839163 5.168322520732328 -2.2151859324819125 1.0116292092251593 7.663288446117876]","[18.637839691734875 10.816926295633872 6.948014748788157 21.326402836391274 2.7391319052531533 9.327542523006413 2.9348218799697863 12.016579699426453 -7.592149823210706 6.104652392223516]","false"
"4101","1500","0.5","1","10","1","Normal mean = 0","50","[2.9792069161488794 1.0732554373966523 -24.983525323691456 -15.445390734562595 13.828484263304027 1.6204193424624083 -4.258005904461731 4.1973420612742185 3.72985869167868 -22.59548694935364]","[9.220626431211294 -1.4175188661166536 20.43157664686025 15.10175198170646 9.392128665651027 9.674408969021826 0.9409528878155993 2.217200297515311 11.484116010401438 4.777831945938979]","false"
"4104","1500","0.5","1","10","1","Normal mean = 0","50","[-7.072455755776853 -4.541402680627483 17.309822099088162 -0.625578688928149 -13.02084361778739 -10.001326030583556 1.5515068232715357 -13.737332421623618 0.8495231257127265 9.056299039453798]","[-2.953936144631075 8.194633773830152 2.2448740718534363 6.6212565725376376 6.325467400678341 1.1711610275864248 0.45517198760912914 2.3965362152546414 1.3441584013259176 0.29505713292506613]","false"
"4105","1500","0.5","1","10","1","Normal mean = 0","50","[-14.889817077629534 15.401091978977774 9.683803887898176 2.2523758195708914 14.767548993473696 11.857297583475393 10.671626747231276 -19.219665081607097 -18.392297528475623 14.366001795603816]","[10.163891733762679 10.553353091261206 11.706427552289973 7.52841099763927 15.17602603069615 4.561241025680941 22.721561123478896 16.73389503858395 0.3722970578698082 12.034046790650416]","true"
"4103","1500","0.5","1","10","1","Normal mean = 0","50","[22.996434051829045 -0.8999692088770764 -20.426096061545177 -1.4982668982800709 9.231852188309881 9.429279408536809 -5.766298065116417 -2.0431680313550338 13.678579103820883 -12.471845658346535]","[15.83540007561703 7.104465004954481 6.33240557360517 -8.880309021053522 7.631552703405707 9.931116503768365 3.6465038296388514 -4.833423731726853 10.033474850704772 12.472362234472163]","false"
"4106","1500","0.5","1","10","1","Normal mean = 0","50","[-12.590494871971325 -4.223810081220853 -9.506799097351337 5.186171116596353 -22.198883380219367 -4.7591868887708255 8.664183280368976 -15.055397882907933 -5.276228041552301 -0.4609705109639948]","[16.501183598778972 4.16923145396449 6.699644137857011 2.7825997406584952 6.681583957701503 6.115874446986369 -1.2778119081493258 12.848739868048384 -0.02593162357694101 1.3890772497920727]","false"
"4108","1500","0.5","1","10","1","Normal mean = 0","50","[-14.091701898364843 13.24107082993011 9.34895842235749 13.646800712272853 -1.6268409412102498 5.511147221099479 22.575781914015938 -1.1323373349157522 0.835917724405878 -1.3677467775087375]","[7.578465448736237 -2.342158372167726 0.9875272448419402 4.618123532488943 8.22425603241301 5.043470204796596 1.7695820413366181 0.8422225417339545 -6.875187974133008 5.438748065227688]","false"
"4107","1500","0.5","1","10","1","Normal mean = 0","50","[-13.024032014375749 3.9573218170717044 6.195443992056402 -14.410704095951342 15.964918281981605 2.461760395439682 3.885856814295496 16.527659687270628 10.727176554350962 20.08264268328112]","[2.962173752574569 17.255093655530544 4.791994353797854 3.363477491394333 6.906491776560707 2.209396756170526 14.915252319522729 14.916836398541287 2.3388916574138165 13.443055540072333]","true"
"4109","1500","0.5","1","10","1","Normal mean = 0","50","[15.360957550715554 6.262612248891791 10.723544481756381 -13.041157455687408 1.9384844745700258 1.7309942390560114 14.214130476498795 -22.986849217844817 4.3862600993973135 -19.006795372523797]","[10.469680413451538 18.275917624423172 7.897736890304882 15.110504398623803 3.945052851530568 -6.354487695102817 15.765969287993284 2.770166262235629 -6.275009522342004 -0.5537025026964378]","false"
"4110","1500","0.5","1","10","1","Normal mean = 0","50","[-15.23640040908166 -0.6976127402171117 14.050166453165174 16.72187850209361 21.43774367258973 3.152283726251462 22.01507479454705 -17.91910614917904 -5.6810474510500155 -3.0376475036228006]","[4.604790520735337 9.37298493817206 11.892258661809361 3.3539052341061315 -1.442631276039602 9.459130527980527 15.841090863899721 -7.180414241056099 3.4803779158115544 -0.032340266532139755]","false"
"4113","1500","0.5","1","10","1","Normal mean = 0","50","[14.64014194191489 -2.9371296396580724 -29.348666344854735 -5.634058545193528 -14.030796397402735 27.615721897631122 3.3891451349732544 -15.991851982796806 2.571768721096574 5.320380164406244]","[-2.321505183412169 3.187787732961129 -0.4906567783519063 2.814992008664826 5.975710403304332 5.374426142265222 11.651899179944666 14.756180841299019 11.04763504146846 15.937624129722318]","false"
"4111","1500","0.5","1","10","1","Normal mean = 0","50","[2.474297935621692 -16.20620476671735 7.366058280696614 -2.956963150893707 -14.210993308419802 -33.517032461715544 14.114907382231541 18.570901025466167 -12.75307925741593 6.270646248035812]","[-6.892773896891824 19.656789235259634 -9.943661076165169 2.378752402261329 7.902241194779426 4.147193707515939 1.9698549622765529 14.295310371004181 10.13761173825933 11.990299497734895]","false"
"4112","1500","0.5","1","10","1","Normal mean = 0","50","[-0.33741068127867146 -22.286907840639813 -1.7034020142140407 -11.740447401035174 0.9377828884715224 -8.015470167492104 18.255402640630336 -1.8426724521794153 -0.8116001580739708 13.790586289592946]","[-0.3720022987790036 0.3662706105978785 -1.62989079131119 -4.988197813779507 4.308924308131555 6.328487112799392 9.350519991694318 2.788011594154965 9.661411697537277 2.7910852558346098]","false"
"4114","1500","0.5","1","10","1","Normal mean = 0","50","[1.7803366384725907 -11.045855271937784 -6.270370121933118 13.87753275148648 10.820669025901104 -9.893985166798064 10.864136635186421 -16.1245347693358 -20.414145690704856 2.441269312639631]","[1.267495321751476 0.3478681917765031 11.057997402058954 0.430635064515973 0.9751719851845583 -7.46216111908132 3.23523510615688 6.360546615658702 -3.3498423996279243 5.804056390023383]","false"
"4116","1500","0.5","1","10","1","Normal mean = 0","50","[-2.4860045642051065 18.61606022322831 9.213194520802748 -8.788377661727859 -7.831470340538154 -23.94720500495877 6.706368341384612 7.751337977495656 -6.292050172274319 -18.157056357695488]","[0.36468073273558255 11.647758368661114 1.7238919821574885 5.233861029664452 4.017838406016025 -0.283652910071425 2.7528325247865593 1.2456290177725509 -2.4590264856558313 -0.1990565419447045]","false"
"4115","1500","0.5","1","10","1","Normal mean = 0","50","[6.082178427325916 4.672041763272776 -3.4706464991121626 -1.1804696517043975 12.285295411500535 -4.329866341886784 3.1537576632858615 -3.4841232020860518 10.692855502288353 18.511519085201975]","[7.8082548790691035 2.520782159177453 11.130175226083255 0.19018880325769738 9.582993184474933 2.8828526291447534 3.0507510288994393 9.56830059371004 -2.249239719551865 8.753595638177012]","false"
"4118","1500","0.5","1","10","1","Normal mean = 0","50","[-18.1244556835724 -25.14901393894164 -20.429455169618596 14.61780569795318 1.3539811581547547 -1.2524525244293874 14.905983905960708 4.06035551117705 -11.089697023951611 -2.263762883804759]","[6.200784679469088 11.513375976102264 15.808673304143964 0.8932831843319755 -1.186500911221755 5.295620799449072 3.5668113054344945 2.194387100353558 2.3202263550472555 5.298434201231713]","false"
"4117","1500","0.5","1","10","1","Normal mean = 0","50","[-22.12390512275215 -15.336898594704929 3.7219069265233937 0.43705661176380034 17.150271706037593 4.050186592686955 -2.3325244800334133 3.739291785442404 3.0313702659390787 17.237908959582263]","[5.343650264233776 8.801702523750992 8.73099173055302 8.760888707376315 7.454940569073774 5.564907259996126 1.5089113089563957 1.8825497379544545 4.757190466559497 -8.969162023892455]","false"
"4119","1500","0.5","1","10","1","Normal mean = 0","50","[-16.478545735965557 3.8372200287075495 -18.54092400915651 -13.62429330598661 2.026983424102277 -1.8156093814561725 7.345445718712161 -14.903457106154514 3.9626183051677915 -23.589975029068064]","[-5.504213231077044 -4.341448426536958 -2.7876875739554756 12.739353361589531 2.716693118631859 -1.3995710598089952 22.50338690919611 -0.15321840350470095 8.071312281875057 8.307436465130788]","false"
"4120","1500","0.5","1","10","1","Normal mean = 0","50","[12.758570376286007 11.109678497690236 11.63812800717056 -16.207771083895768 -3.187944259779028 15.436781482085493 -7.730376487690705 5.444707189056906 1.6873985945526921 -14.019901718406407]","[2.334432287433279 9.846079897529128 2.884221211045767 1.1311462666972267 5.506447580075023 10.061174239050077 5.726425311234806 14.295663012468685 1.5526442570545136 17.195349344911087]","true"
"4121","1500","0.5","1","10","1","Normal mean = 0","50","[-9.709252755023867 3.360008859890049 3.484453944998809 -18.815044224701957 1.1701230205228867 1.0750050362369585 4.616656344237113 -9.790944093568557 -16.116203433906204 6.130630857257517]","[2.416752887337826 1.0445169774349166 -2.74062639597359 -1.5028809854819976 3.119053385994654 5.828112760722532 4.125616082014605 12.481029042537847 16.236850483052 5.028043650931875]","false"
"4123","1500","0.5","1","10","1","Normal mean = 0","50","[1.1671022224500183 -6.470693352944263 11.053312076980173 -16.902141234335478 -14.605538044879241 11.391355286453487 -11.723973211322846 6.117499989185474 8.939964237705432 -7.172823332516907]","[4.024605021983831 2.6384707862256462 14.880440929920699 9.075488444046712 7.64084439088937 11.69548030396685 2.5682460940955014 3.7435525841642234 -0.9379044330087892 3.3441311478450033]","false"
"4122","1500","0.5","1","10","1","Normal mean = 0","50","[8.693127819685158 -5.994257760904194 23.44640654920323 -2.6089605635723703 15.901439890305861 -43.25487261394031 -14.885117965949773 3.953563374458488 16.48564356527223 37.16843547464543]","[-0.8032904793362468 2.908097101542439 5.149838007404934 -5.992321839471252 10.583368592733514 0.18729716894953743 9.502377982498054 9.33021977190234 11.804975118734381 -0.6600775610506895]","false"
"4124","1500","0.5","1","10","1","Normal mean = 0","50","[0.07496816945862156 -6.087069557039806 -3.869019407255606 -11.943096844520255 15.828308842120485 -14.100710837407014 12.874897407913293 -17.47570781695388 -4.877827143284343 13.289694553577469]","[-10.493539010995706 3.840564635440815 -3.020939518546006 12.36696760588607 17.572674031987532 5.623629755491576 -3.0085331876346406 10.625474311827727 5.079430724632124 6.086671011026403]","false"
"4127","1500","0.5","1","10","1","Normal mean = 0","50","[-21.591731601819852 -9.333648140922337 -13.33422158441534 8.39253463345271 -0.9700965680706661 4.188507243496876 0.7992929938205561 -21.137832730665526 -3.165178713140528 2.9294010591441433]","[3.5350471286221437 -0.06189330807255336 4.282320350245256 11.198732012663164 8.055843957962862 -1.1266808709709488 0.711072330989395 19.242284678896905 -3.3175092162112545 -3.027419428227557]","false"
"4128","1500","0.5","1","10","1","Normal mean = 0","50","[3.069712129731059 -14.198797396193932 -10.429455048999062 7.908075643843866 -8.639349400073389 -15.33741239493571 -7.5831521637407775 -15.483634234384537 -9.551550594916382 6.212892050963356]","[12.39625721556371 0.47990262763573277 10.832005434710716 0.16702284822438185 6.708128892708538 4.527483719217498 1.3459966661300502 -7.07324962571783 11.696095553228957 -8.978067017170313]","false"
"4125","1500","0.5","1","10","1","Normal mean = 0","50","[-2.0653231663631164 5.523334839632995 16.157016829334182 0.8679136425866218 12.165945111819262 -6.006866965476363 17.488287447183378 -31.72405545570023 -15.162668053440763 6.557908755606348]","[2.995476088954326 -3.409095927174359 17.894408417174116 5.721984030500494 12.32534542115523 13.879995105419617 18.036119631087256 -5.822166018707882 11.369561739201815 7.577319718517224]","false"
"4129","1500","0.5","1","10","1","Normal mean = 0","50","[-20.209728346164155 -4.645846444665885 2.9690750664884553 -10.119398372194093 9.493986344877943 7.192666129876474 -8.542040872801936 23.498659142842875 14.314005813769866 2.333276060243801]","[8.386994136355986 3.6227030030900615 -10.157205823921968 4.949141979538116 0.7087121053892687 -3.782868962224315 -1.7877022811803762 7.7010003258792885 12.449357492852329 -9.656503267954527]","false"
"4126","1500","0.5","1","10","1","Normal mean = 0","50","[2.783425970796116 8.297385778493101 0.5156107604970167 5.625603126852205 -3.6223398834138636 -15.073630652021958 16.312296468671217 28.343316172258834 18.86201681260195 15.384442822007625]","[-9.781930504331696 9.018240002345975 -0.4415698629878556 8.068953049411501 1.736608388676635 7.755763657311306 6.944288532555123 15.759753537868352 6.580279385156293 11.687843590005668]","false"
"4130","1500","0.5","1","10","1","Normal mean = 0","50","[-3.2709701386737455 -16.258593467653363 13.308155552475913 -6.591206119751342 15.70360831370973 4.756803203823018 -3.351702427709623 6.474870817664678 5.825563516712487 7.454480945222764]","[-6.626907191370084 6.9399669820496745 -0.6317848081144635 1.61950340847406 3.1018377285212835 -2.309263562553614 0.19725860819945112 9.114780268215098 1.1887597175412352 4.886063933465107]","false"
"4132","1500","0.5","1","10","1","Normal mean = 0","50","[-4.459763278378243 14.730014618712765 -9.107250054719733 -3.682416490736766 -3.964385229673276 -1.3887628690299267 7.088796506313653 7.115674715283047 1.2403251611056034 5.562091774931437]","[4.613186604690199 2.550897715383214 -1.6640424358657944 -0.08374721511033062 2.415432285754584 0.9639979478121306 0.5457751886773052 -3.2463125183693498 0.5174485768086083 -2.2441171381363034]","false"
